notation,label,broader
root,海老名市立中央図書館分類表,
0200010171,ホテル・宿泊,020001
0200010181,日本の食めぐり,020001
0200010191,その他 国内テーマ別旅行,020001
0200010201,その他 海外テーマ別旅行,020001
0200110011,北海道,020011
0200110021,東北,020011
0200110031,関東,020011
0200110041,甲信越・中部・北陸,020011
0200110051,関西,020011
0200110061,中国・四国,020011
0200110071,九州・沖縄,020011
0200210001,アジア,020021
0200210011,ヨーロッパ,020021
0200210021,アフリカ,020021
0200210031,北アメリカ,020021
0200210041,ラテンアメリカ,020021
0200210051,南アメリカ,020021
0200210061,オセアニア,020021
0200210071,北極・南極,020021
0200210081,旅行会話,020021
0200210091,海外ガイド,020021
0200310001,るるぶ,020031
0200310011,まっぷる,020031
0200310021,地球の歩き方,020031
0200310031,その他 旅行シリーズ別,020031
0200410001,観光事業,020041
0200510001,旅行地図,020051
0200610001,全集,020061
0300010001,ライフスタイル,030001
0300110001,住まい,030011
0300110011,インテリア,030011
0300110021,ハウスキーピング,030011
0300210001,お金のはなし,030021
0300210011,防災,030021
0300210021,行事・しきたり,030021
0300210031,その他 冠婚葬祭,030021
0300310001,ペットと暮らす,030031
0300310011,犬,030031
0300310021,猫,030031
0300310031,観賞魚,030031
0300310041,その他 ペット,030031
0300410001,緑のある暮らし,030041
0300410011,ガーデニング,030041
0300410021,家庭菜園,030041
0300510001,洋裁,030051
0300510011,刺繍,030051
0300510021,パッチワーク,030051
0300510031,キルティング,030051
0300510041,編み物,030051
0300510051,和裁,030051
0300510061,その他 手芸,030051
0300610001,クラフト,030061
0300610011,工芸,030061
0300710001,全集,030071
0400010001,美容,040001
0400010011,スキンケア,040001
0400010021,マッサージ,040001
0400010031,理想のカラダ作り,040001
0400110001,健康に暮らす,040011
0400110011,家庭の医学,040011
0400210001,妊娠,040021
0400210011,育児,040021
0400310001,全集,040031
0500010001,ファッションデザイン,050001
0500010011,女性ファッション,050001
0500010021,男性ファッション,050001
0500010031,その他 ファッション,050001
0500010041,全集,050001
0600010001,スポーツ,060001
0600010011,オリンピック,060001
0600010021,野球,060001
0600010031,サッカー,060001
0600010041,ゴルフ,060001
0600010051,その他 球技,060001
0600010061,武道・格闘技,060001
0600010071,ウィンタースポーツ,060001
0600010081,水泳,060001
0600010091,マリンスポーツ,060001
0600010101,その他 スポーツ,060001
0600010111,トレーニング,060001
0600110001,アウトドア,060011
0600110011,アウトドアスポーツ,060011
0600110021,登山,060011
0600110031,釣り,060011
0600210001,全集,060021
0700010001,古典芸能,070001
0700010011,茶道,070001
0700010021,華道,070001
0700010031,香道,070001
0700010041,書道,070001
0700010051,水墨画,070001
0700110001,趣味の陶芸,070011
0700110011,趣味の工芸,070011
0700110021,骨董,070011
0700210001,絵画技法,070021
0700310001,楽譜,070031
0700310011,合唱・声楽,070031
0700310021,DTM・DAW,070031
0700310031,楽器,070031
0700310041,オーディオ,070031
0700310051,音楽・演奏,070031
0700410001,カメラ,070041
0700510001,鉄道読み物,070051
0700510011,路線・駅,070051
0700510021,車両,070051
0700510031,その他 鉄道,070051
0700610001,クルマ読み物,070061
0700610011,クルマカタログ,070061
0700610021,日本メーカー,070061
0700610031,海外メーカー,070061
0700610041,ドイツ車,070061
0700610051,イタリア車,070061
0700610061,イギリス車,070061
0700610071,フランス車,070061
0700610081,アメリカ車,070061
0700610091,その他 欧州車,070061
0700710001,バイク読み物,070071
0700710011,バイクカタログ,070071
0700710021,国内バイク,070071
0700710031,海外バイク,070071
0700810001,レース,070081
0700810011,メンテナンス,070081
0700810021,その他 クルマ・バイク,070081
0700910001,乗り物,070091
0701010001,コレクション,070101
0701010011,模型製作,070101
0701010021,ガンダム,070101
0701010031,特撮,070101
0701010041,その他 コレクション,070101
0701110001,ミリタリー読み物,070111
0701110011,軍隊,070111
0701110021,兵器,070111
0701110031,武器・兵装,070111
0701110041,模型,070111
0701110051,その他 ミリタリー,070111
0701210001,ゲーム,070121
0701210011,囲碁,070121
0701210021,将棋,070121
0701210031,麻雀,070121
0701210041,その他 ゲーム,070121
0701310001,競馬,070131
0701410001,競輪・競艇,070141
0701410011,パチンコ,070141
0701410021,パチスロ,070141
0701410031,宝くじ,070141
0701410051,その他 ギャンブル,070141
0701510001,占い,070151
0701610001,全集,070161
0800010001,文化人類学,080001
0800010011,民俗学,080001
0800010021,神話学,080001
0800010031,文化地理学,080001
0800010041,その他 民俗・地理,080001
0800010051,全集,080001
0800110001,宗教,080011
0800110011,仏教,080011
0800110021,神道,080011
0800110031,キリスト教,080011
0800110041,その他 宗教,080011
0800110051,現代宗教,080011
0800110061,全集,080011
0800210001,生きるということ,080021
0800210011,哲学思想,080021
0800210021,西洋哲学思想,080021
0800210031,東洋思想,080021
0800210041,日本思想,080021
0800210051,現代思想,080021
0800210061,社会思想,080021
0800210071,論理学,080021
0800210081,倫理学,080021
0800210091,言語学,080021
0800210101,科学哲学,080021
0800210111,記号論,080021
0800210121,論文集,080021
0800210131,全集,080021
0800310001,神秘学,080031
0800310011,瞑想・気功・ヨーガ,080031
0800310021,スピリチュアル,080031
0800310031,超心理,080031
0800310041,超常世界,080031
0800310051,全集,080031
0800410001,心理学一般,080041
0800410011,精神分析,080041
0800410021,カウンセリング,080041
0800410031,臨床心理,080041
0800510001,全集,080051
0900010001,テーマ別絵本,090001
0900010011,有名作家の絵本,090001
0900010021,キャラクター絵本,090001
0900010031,幼児絵本,090001
0900010041,しかけ絵本,090001
0900010051,名作絵本,090001
0900010061,国内絵本,090001
0900010071,海外絵本,090001
0900010081,外国語絵本,090001
0900110001,紙芝居,090011
0900210001,読み物,090021
0900210011,名作読み物,090021
0900210021,児童文庫,090021
0900210031,新書,090021
0900310001,学ぶ,090031
0900310011,国語・ことば,090031
0900310021,算数,090031
0900310031,理科,090031
0900310041,社会,090031
0900310051,地理・旅行,090031
0900310061,芸術・美術,090031
0900310071,しごと,090031
0900310081,福祉・ボランティア,090031
0900310091,道徳,090031
0900310101,IT,090031
0900310111,歴史,090031
0900310121,郷土,090031
0900310131,読書・図書館,090031
0900310141,教科書,090031
0900310151,学習漫画,090031
0900310161,その他 科目,090031
0900410001,あそぶ,090041
0900410011,スポーツ,090041
0900410021,料理,090041
0900410031,くらし,090041
0900410041,手芸・クラフト,090041
0900410051,生き物,090041
0900410061,植物,090041
0900410071,からだ・人間,090041
0900410081,宇宙・天文学,090041
0900410091,乗り物,090041
0900510001,事典・図鑑,090051
0900610001,全集,090061
1000010001,言語学,100001
1000110001,日本語,100011
1000210001,英語,100021
1000210011,ビジネス英語・専門英語,100021
1000210021,対訳書,100021
1000310001,英語検定,100031
1000310011,TOEIC,100031
1000310021,TOEFL,100031
1000310031,通訳・翻訳,100031
1000310041,英検・TOEIC,100031
1000410001,中国語,100041
1000410011,韓国語,100041
1000410021,その他 アジア語,100041
1000410031,フランス語,100041
1000410041,ドイツ語,100041
1000410051,イタリア語,100041
1000410061,スペイン語,100041
1000410071,ポルトガル語,100041
1000410081,ロシア語,100041
1000410091,その他 ヨーロッパ語,100041
1000410101,その他 各国語,100041
1000510001,国語辞典,100051
1000510011,小学辞典,100051
1000510021,英語辞典,100051
1000510031,各国語辞典,100051
1000510041,百科事典,100051
1000510051,人名事典,100051
1000610001,幼児向け,100061
1000610011,小学学参,100061
1000610021,中学学参,100061
1000610031,高校学参,100061
1000610041,その他 学習参考書,100061
1000710001,就職試験,100071
1000710011,転職,100071
1000710021,資格試験,100071
1000710031,公務員試験,100071
1000710041,司法資格,100071
1000710051,ビジネス資格,100071
1000710061,パソコン資格,100071
1000710071,医療資格,100071
1000710081,建築資格,100071
1000710091,インテリア資格,100071
1000710101,土木資格,100071
1000710111,電気工学資格,100071
1000710121,機械工学資格,100071
1000710131,工学資格,100071
1000710141,運転免許,100071
1000710151,その他 資格試験,100071
1000810001,全集,100081
1100010001,国内小説,110001
1100110001,歴史・時代小説,110011
1100210001,海外小説,110021
1100310001,女性向けエッセイ,110031
1100310011,イラストエッセイ,110031
1100310021,エッセイ・随筆,110031
1100410001,ノンフィクション,110041
1100510001,雑学・教養,110051
1100610001,タレント,110061
1100610011,映画・ドラマ,110061
1100610021,サブカルチャー,110061
1100610031,その他 エンターテイメント,110061
1100710001,俳句,110071
1100710011,短歌,110071
1100710021,詩歌,110071
1100710031,俳句・短歌,110071
1100810001,国内詩,110081
1100810011,海外詩,110081
1100910001,古典文学,110091
